Description,Rule set,Rule,,,,,,Rule set,Rule
Parameter 'teaPic' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaENName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPos' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaTel' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaEmail' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLoc' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLDAP' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAble' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaSort' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaType' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'userName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'password' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'previousSort' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'nextSort' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'sort' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'key' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'value' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAwaYear' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAwaDep' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAwa' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAwaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPic' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPos' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaTel' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaEmail' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaENName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLoc' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLDAP' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPic' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaENName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPos' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaTel' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaEmail' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLoc' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLDAP' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaAble' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaSort' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaType' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaSch' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaDep' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaDeg' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaEduCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaExpPer' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaExpUnit' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaExpDep' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaExpTitle' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaExpCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaDataPer' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaDataCont' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaDataContCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanPer' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPanLeader' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanSpon' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanMon' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanPos' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaPlanCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaSpe' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaSpeCode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaStuYear' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaStuName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaStuPaperName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'paperID' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'flag' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaStuYear' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaStuName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'topicID' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid excessively long variable names like articleenglishcontent,Naming,LongVariable,,,,,,,
Parameter 'articleid' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'articlecontent' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid excessively long variable names like articleenglishcontent,Naming,LongVariable,,,,,,,
Parameter 'articleenglishcontent' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'dCcode' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'dCclass' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teaLDAP' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teacherName' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_code' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_year' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_title' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_teacher' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_student' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'gra_path' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'secondteacher' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'year' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'teacher' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'sym_code' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'sym_name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'sym_time' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'sym_url' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid excessively long variable names like tea_stu_paper_name,Naming,LongVariable,,,,,,,
Parameter 'paperid' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'tea_code' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'tea_stu_year' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'tea_stu_name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid excessively long variable names like tea_stu_paper_name,Naming,LongVariable,,,,,,,
Parameter 'tea_stu_paper_name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'tea_name' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'handler' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'request' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'response' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Local variable 'contextPath' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Avoid declaring a variable if it is unreferenced before a possible exit point.,Optimization,PrematureDeclaration,,,,,,,
Local variable 'url' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'session' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Local variable 'user' could be declared final,Optimization,LocalVariableCouldBeFinal,,,,,,,
Parameter 'handler' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'request' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'response' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'modelAndView' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Avoid variables with short names like ex,Naming,ShortVariable,,,,,,,
Parameter 'ex' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'handler' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'request' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
Parameter 'response' is not assigned and could be declared final,Optimization,MethodArgumentCouldBeFinal,,,,,,,
